,gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges
1344,1,0,0,28,1,0,0,0,20.5
6811,0,0,0,1,0,0,0,0,50.35
4651,1,0,0,15,1,0,1,0,86.2
6722,1,1,0,67,1,1,1,1,107.05
3349,1,0,0,11,1,1,1,0,99.5
2182,0,0,1,56,1,1,1,2,103.2
952,0,0,0,22,1,0,0,0,55.1
5833,0,1,0,19,0,0,0,0,34.3
2586,1,0,1,44,1,0,0,0,19.6
2417,0,0,0,10,0,0,0,0,35.75
1504,1,0,0,18,1,0,1,0,71.1
4927,0,0,0,30,1,0,0,2,19.05
7003,0,0,0,26,0,0,0,0,35.75
3849,1,0,0,58,1,1,1,2,109.45
6080,0,0,0,1,0,0,0,0,29.7
4812,1,0,0,9,1,0,0,0,66.25
1121,1,0,0,50,1,1,0,1,82.5
3819,0,0,0,46,0,0,0,1,30.75
5447,1,0,0,3,1,0,0,0,44.75
6782,1,0,0,11,1,0,0,0,51.1
1024,0,0,0,37,1,0,1,0,70.35
5696,0,0,0,22,1,0,0,0,54.2
4483,0,0,0,67,1,1,0,2,25.6
5506,0,0,0,1,1,0,0,0,20.2
4252,1,0,0,19,1,1,0,0,56.1
2795,1,1,0,9,1,1,1,0,74.55
416,0,0,0,70,1,1,1,2,98.7
2827,0,0,0,1,1,0,0,0,50.15
4828,1,0,0,39,0,0,0,0,41.1
2629,0,0,0,2,1,0,1,0,70.7
3341,1,1,0,49,1,0,0,0,43.8
564,0,0,0,7,1,0,0,0,64.3
1224,0,0,1,1,1,0,0,0,45.85
142,1,0,0,61,1,1,1,2,101.05
3942,0,0,0,1,1,0,0,0,42.9
2271,1,1,0,40,1,0,1,0,91.55
2531,1,0,0,71,1,1,0,2,24.45
2004,0,0,0,24,1,1,1,0,89.85
1194,1,0,0,14,1,0,0,0,50.45
6965,1,1,0,61,1,1,1,0,94.2
1756,1,1,0,44,1,0,0,1,74.85
497,1,0,0,70,1,0,0,2,19.8
3477,1,0,0,18,1,1,1,0,74.15
6885,0,0,1,12,1,1,1,0,73.75
3315,0,1,0,66,1,1,1,1,107.35
721,0,0,1,61,1,0,0,2,20.55
5118,1,0,0,42,1,1,1,0,85.9
3859,1,0,0,54,1,1,1,1,94.75
1496,0,0,0,3,1,0,0,0,20.25
6637,0,0,0,69,1,0,0,1,53.65
1520,1,0,0,3,1,0,0,0,19.6
4482,1,0,0,7,1,1,1,0,74.9
3770,1,0,0,57,1,0,0,2,19.9
3006,0,1,0,14,1,1,1,0,74.95
5891,0,0,0,11,0,0,0,1,41.6
5673,0,0,0,4,1,0,0,1,19.7
108,0,0,0,43,1,1,1,1,94.35
1754,0,0,0,62,1,0,0,1,74.3
6741,1,0,0,12,1,0,1,0,96.0
1351,0,0,1,11,1,0,0,0,20.45
6110,1,0,0,19,1,0,0,0,59.8
4888,0,0,0,44,1,0,1,1,106.05
5708,1,1,1,11,1,1,1,0,78.1
1973,0,0,1,72,1,0,0,2,80.8
336,1,0,0,43,1,1,1,2,104.6
4941,0,0,0,3,1,0,0,0,19.8
6201,1,1,0,5,1,0,1,0,80.7
3139,0,0,0,2,0,0,0,0,29.85
5614,0,0,1,68,1,1,1,1,85.5
724,0,1,0,33,1,1,1,0,94.5
765,1,0,0,11,0,0,0,0,35.8
2997,0,1,0,69,1,1,1,0,89.95
3783,1,0,0,66,1,1,1,0,105.2
307,0,0,1,29,1,0,0,2,75.55
4034,0,0,1,8,1,0,0,0,44.65
3039,0,1,0,72,0,0,0,2,64.45
3846,1,0,1,8,1,0,0,0,45.45
5720,1,0,0,32,1,1,1,1,104.05
2550,1,0,1,56,1,0,0,2,20.05
6379,0,0,0,10,1,1,1,0,80.7
1791,1,0,0,44,1,0,0,1,61.5
3245,1,0,1,23,1,0,1,0,83.8
2842,1,0,0,4,0,0,0,0,48.25
5729,1,0,1,36,1,0,0,0,51.05
2053,0,0,0,47,1,1,1,0,83.35
2398,1,0,1,2,0,0,0,0,30.25
71,1,0,1,52,1,0,0,1,20.4
4903,1,0,0,5,1,1,1,0,90.8
3210,1,0,1,64,1,0,0,1,65.8
1260,0,0,0,2,1,0,0,0,50.3
1666,1,0,0,8,1,0,0,2,20.25
5522,1,0,0,1,1,0,1,0,70.15
6377,0,0,0,1,0,0,0,0,44.65
5500,0,0,1,60,1,0,0,2,60.5
2392,0,0,0,20,1,1,1,0,90.7
6705,0,0,1,22,1,0,0,0,51.1
1695,0,0,1,54,1,1,0,1,70.7
1095,0,0,0,1,1,0,1,0,80.55
3889,0,0,0,13,1,0,0,1,19.3
3667,1,1,1,24,1,0,1,2,96.55
2902,1,1,0,6,1,0,1,0,74.1
1630,0,1,0,38,1,1,1,0,102.6
4294,1,0,0,12,1,0,1,1,85.15
1881,0,0,0,26,0,0,0,0,44.65
4710,1,0,1,6,0,0,0,2,40.55
1612,0,0,1,67,1,1,1,1,87.4
978,0,1,0,62,1,1,1,1,103.75
6252,0,0,1,50,0,0,0,0,39.45
4993,0,0,1,72,0,0,0,2,65.65
2578,1,1,1,31,1,0,1,0,98.9
848,0,0,0,72,1,1,0,2,92.0
2916,0,0,0,51,0,0,0,0,44.45
4010,1,0,0,1,1,0,0,0,20.4
3912,1,0,1,60,1,1,1,2,115.25
2154,1,0,1,24,1,0,0,2,19.75
47,1,0,0,2,1,0,1,0,80.65
3303,1,0,0,4,1,1,1,0,77.95
1350,1,0,0,67,1,1,0,2,65.65
5321,1,0,0,69,1,0,1,1,106.4
446,1,0,0,1,1,0,1,0,69.55
1743,0,0,0,67,1,1,0,2,24.85
844,0,0,0,1,1,0,1,0,89.9
6138,0,1,0,67,1,1,1,0,83.85
2418,1,1,0,27,1,1,1,0,86.45
3742,1,0,0,41,1,1,1,0,106.5
3535,0,0,1,64,1,1,1,2,109.2
4081,1,0,0,1,1,0,1,0,69.6
1294,0,0,0,6,1,0,0,0,44.75
2972,0,0,1,72,0,0,0,2,65.25
3834,1,0,1,57,1,0,0,1,70.1
6577,0,0,0,70,1,1,0,2,72.95
5027,0,1,0,10,1,1,1,0,85.55
5553,0,0,0,1,1,0,0,0,55.7
1112,1,1,0,71,1,1,0,2,89.85
776,1,0,1,3,0,0,0,0,40.3
6655,1,0,0,63,1,1,0,2,24.2
2153,1,0,0,25,1,0,1,0,74.6
4778,0,0,1,62,1,1,0,2,24.4
4796,1,0,0,55,1,0,1,1,94.75
6742,0,0,1,52,1,0,0,2,79.2
4827,1,0,1,16,1,0,1,0,81.0
3413,1,0,1,29,1,0,1,0,87.8
1851,1,0,0,2,0,0,0,0,35.1
1963,0,0,0,8,1,0,1,0,70.7
2288,1,0,0,5,1,0,1,0,85.3
3933,0,0,0,9,1,0,0,0,19.7
3007,1,1,0,32,1,0,1,0,74.4
485,0,0,1,72,1,1,1,2,84.5
2413,0,0,1,7,0,0,0,2,49.65
4680,0,1,0,18,1,1,0,0,58.4
5394,1,0,0,48,1,1,1,0,105.1
30,1,1,0,71,1,1,1,2,96.35
1879,0,0,0,1,1,0,1,0,70.05
2684,0,0,0,69,1,1,1,1,105.2
4727,0,0,0,60,1,0,0,2,20.5
6509,0,1,0,1,0,0,0,0,25.05
4534,0,0,0,1,1,0,0,0,49.0
4803,0,0,0,38,1,1,1,0,91.7
3298,1,0,0,4,1,0,0,0,20.05
636,0,0,0,31,1,0,1,2,99.45
5543,1,1,0,14,1,0,1,0,78.85
2375,1,1,0,71,1,0,1,2,109.7
1083,0,0,0,2,1,0,1,0,80.95
861,0,0,1,64,1,1,1,2,93.4
3195,1,0,0,9,1,0,1,0,80.55
903,1,0,0,56,1,0,1,1,105.6
2845,1,0,0,11,1,0,1,0,94.2
109,0,0,1,72,1,0,0,2,19.4
6774,1,0,0,1,1,0,0,0,19.65
3751,0,0,0,60,1,1,1,0,109.45
3620,0,1,0,33,0,0,0,0,50.0
2338,0,0,1,72,1,0,0,2,19.95
5913,1,0,0,26,1,0,1,1,87.15
4538,1,0,0,3,1,0,1,0,85.8
4915,1,0,1,22,0,0,0,0,39.2
1831,1,1,0,22,1,1,0,0,63.55
5576,1,0,0,1,1,0,0,0,53.55
782,0,0,1,27,1,0,0,0,54.75
6877,1,0,0,1,1,0,1,0,69.7
3334,1,0,0,41,1,1,1,0,106.3
6708,1,1,0,14,1,1,1,0,74.3
2862,0,0,0,7,1,0,1,0,69.35
1825,1,0,0,32,1,1,0,0,54.2
1094,0,0,1,41,1,1,0,1,68.5
4928,1,1,1,4,1,0,0,0,46.0
3109,0,0,0,56,1,1,0,2,25.95
2619,1,1,0,33,1,1,1,0,110.45
4262,0,1,0,2,1,0,0,0,66.4
3980,0,0,0,28,1,1,1,0,105.7
5436,1,0,1,1,1,0,0,0,54.5
1654,0,0,1,1,1,0,0,1,18.8
5860,1,0,0,2,1,0,1,0,70.0
7041,0,1,0,4,1,1,1,0,74.4
4567,0,0,0,34,1,1,1,0,105.35
3836,1,0,0,64,1,1,0,1,58.35
4570,0,0,0,7,1,0,0,0,18.95
6224,0,0,1,51,1,1,1,1,84.2
4385,0,0,0,21,1,0,0,1,20.35
6421,1,0,0,21,1,0,0,2,71.05
2457,0,1,0,57,1,0,1,1,90.65
3383,0,0,0,6,1,1,1,0,75.5
2588,1,0,0,8,1,0,0,0,49.4
1204,0,0,1,18,0,0,0,0,25.55
2202,0,1,0,7,1,0,1,0,70.1
2648,0,0,0,35,1,1,0,0,59.6
4655,1,0,0,32,1,1,0,1,74.75
5425,1,0,0,30,1,1,1,0,100.45
4674,0,0,1,26,1,0,0,1,50.35
7004,0,0,0,38,1,1,1,0,95.1
1770,1,1,0,41,1,1,1,0,113.2
829,0,0,1,34,0,0,0,0,44.85
7031,0,1,0,55,1,1,0,1,60.0
6814,1,1,0,57,1,1,1,0,94.0
627,1,1,0,66,1,1,1,1,104.6
4125,0,0,0,43,1,0,1,0,86.1
925,1,0,1,32,1,0,0,0,76.3
295,0,0,0,1,1,0,0,0,20.25
1052,1,0,0,40,1,1,0,1,80.75
3688,1,0,0,41,1,1,1,0,98.05
3563,0,1,0,30,1,1,1,0,90.5
2260,1,0,0,3,1,0,1,0,80.1
944,1,0,1,54,1,1,1,0,104.1
5599,0,0,0,9,1,0,1,0,94.85
5839,0,1,0,7,1,1,1,0,75.4
12,0,0,0,58,1,1,1,1,100.35
1117,0,0,0,52,1,1,1,2,89.45
6087,0,0,1,26,0,0,0,1,39.95
5369,1,0,0,34,1,0,0,0,20.35
3903,0,0,0,53,1,0,1,0,80.6
6452,0,0,0,15,1,1,1,0,87.75
1319,0,0,1,1,1,0,0,0,19.45
3947,1,0,0,5,1,0,0,0,55.8
6883,1,0,1,34,1,0,1,0,105.35
6440,1,0,0,32,1,1,1,0,101.35
3213,1,0,1,41,0,0,0,1,35.4
6263,1,0,0,25,0,0,0,1,54.2
3252,0,0,1,17,1,1,0,1,62.1
653,1,0,0,17,1,1,0,0,24.8
3992,1,0,0,70,1,1,0,2,84.7
6409,0,0,1,43,1,0,0,1,19.2
3982,0,0,1,71,1,1,0,2,24.35
2431,0,1,0,2,0,0,0,0,24.45
6870,0,0,0,49,1,1,1,0,74.6
5527,1,1,0,72,1,1,1,1,105.0
3706,0,0,0,26,1,1,1,0,84.3
2423,1,0,0,18,1,0,0,1,20.1
6240,0,0,1,1,1,1,1,0,93.3
2804,0,0,0,9,0,0,0,1,24.1
4881,0,0,0,28,1,0,1,0,76.55
570,1,0,1,60,1,0,0,2,19.25
1448,0,0,0,23,1,0,0,0,20.85
4532,1,0,0,15,1,1,1,0,79.75
6651,1,0,0,29,1,1,0,0,67.45
1745,1,0,1,56,1,0,0,2,19.8
3434,1,0,0,11,1,0,0,1,54.6
4420,0,0,0,27,1,0,0,1,69.35
287,0,0,0,1,1,0,1,0,70.0
1738,1,0,0,66,1,1,1,1,90.55
6345,1,1,0,2,1,1,0,0,56.55
6213,1,0,1,19,1,0,0,2,20.15
2664,0,0,1,62,1,1,1,1,94.95
3832,1,0,0,51,1,1,0,1,78.65
6092,1,0,0,72,1,1,1,2,94.25
3424,0,0,0,10,1,0,1,0,89.5
5770,1,0,0,37,1,1,0,1,68.1
1684,1,0,1,35,1,1,0,0,50.15
4578,1,0,0,10,1,0,0,0,60.95
1338,0,0,0,1,1,0,0,0,20.15
2952,1,0,1,26,1,0,0,0,20.25
5776,0,0,0,72,1,1,0,2,82.3
3135,1,1,0,38,1,1,1,0,99.55
6821,1,0,0,18,1,1,1,0,99.85
2258,0,0,0,56,1,0,0,1,52.7
4015,1,0,0,36,1,1,0,1,54.45
4253,0,0,1,22,1,1,1,0,88.75
3053,0,0,1,65,1,1,1,2,104.1
2498,0,0,0,27,1,0,0,0,53.8
5471,1,0,0,29,1,1,1,0,74.2
1564,0,1,0,10,1,1,1,0,95.35
5372,1,1,0,50,1,1,1,0,104.95
6957,0,0,0,9,1,0,1,0,86.25
5885,0,0,1,23,1,1,0,1,24.35
2185,0,0,1,24,1,1,0,0,54.75
5519,0,0,0,1,1,0,0,0,55.7
1231,0,0,0,20,1,0,0,0,64.4
4418,0,0,0,58,1,0,0,1,60.3
1258,1,0,0,47,1,0,0,2,20.15
2254,0,1,0,72,1,1,1,2,93.05
1951,0,0,0,14,1,0,0,0,50.2
6543,1,0,1,62,1,0,0,1,54.75
113,1,1,0,37,1,1,1,0,76.5
5976,0,0,0,29,0,0,0,0,34.3
5149,1,0,0,62,1,0,0,2,19.2
4813,1,0,1,46,1,0,1,0,99.8
507,0,0,0,2,1,0,1,0,94.2
3545,1,0,0,50,1,1,1,0,95.7
3807,0,0,0,24,1,1,1,0,104.65
2932,0,1,0,55,1,1,1,2,113.6
2515,1,0,0,64,1,1,1,2,115.1
3402,1,0,0,4,1,1,1,0,88.95
4099,1,0,0,6,0,0,0,0,29.45
6623,0,1,0,1,1,1,1,0,76.45
350,0,0,1,37,1,1,0,2,62.8
4147,0,1,0,71,1,1,0,2,24.85
3542,0,0,1,29,0,0,0,1,55.35
3759,0,0,0,7,1,1,1,0,89.35
1114,0,0,0,32,1,1,1,0,98.85
4958,1,0,0,59,1,1,1,0,94.75
298,0,0,1,40,1,1,0,0,74.55
3318,0,0,0,10,0,0,0,0,29.5
5586,1,0,0,27,1,0,0,1,19.15
6654,1,0,0,7,1,1,1,0,86.5
5362,0,0,1,65,1,1,0,2,24.75
5746,1,0,0,10,1,1,1,0,81.0
2840,1,0,1,23,1,0,1,0,84.4
229,1,0,1,47,1,1,0,2,85.3
5958,0,0,0,11,1,0,0,0,55.05
2992,0,0,0,12,0,0,0,0,34.0
6905,0,0,1,30,0,0,0,0,44.5
5706,1,0,0,1,1,0,1,0,75.7
4519,1,0,0,57,1,1,1,1,109.4
2103,0,1,0,11,1,0,1,0,70.2
6443,1,0,0,9,1,0,0,0,19.5
2677,1,0,0,4,1,0,1,0,70.05
4526,0,0,0,13,1,0,1,0,73.75
4695,1,0,0,35,1,0,0,1,20.75
1614,0,0,0,67,0,0,0,2,50.95
607,0,0,1,51,1,0,0,1,47.85
5312,0,0,0,1,1,0,0,0,51.25
1093,1,0,1,71,1,1,1,2,100.45
5700,0,1,0,29,1,1,1,0,79.3
6918,1,0,0,33,1,0,1,1,103.75
6684,1,0,1,11,0,0,0,1,36.05
203,0,0,1,13,1,0,1,0,78.3
2855,0,0,1,42,1,0,0,2,19.35
3961,1,0,0,8,0,0,0,0,29.25
837,0,0,0,1,1,0,0,0,44.4
4215,0,0,0,72,1,1,1,2,108.2
1230,0,0,1,47,1,1,1,0,87.2
5339,0,0,1,30,1,1,1,0,85.45
1609,0,0,0,51,1,1,1,1,111.55
4410,1,0,0,16,1,0,1,0,94.65
4745,1,0,0,34,1,1,1,0,100.45
5679,0,0,0,8,1,1,1,0,86.55
2569,1,0,0,72,1,1,0,2,24.85
6005,0,1,0,60,1,1,0,1,71.75
4553,0,0,0,72,1,1,1,2,115.8
2484,0,0,1,12,1,0,0,0,20.5
5367,1,0,1,65,1,1,0,2,82.5
2440,0,0,1,32,1,0,0,0,19.45
2614,1,0,1,67,1,1,1,1,94.35
657,0,0,0,45,1,0,0,1,78.8
790,1,0,1,60,0,0,0,2,59.85
2388,1,0,0,1,1,0,0,0,55.45
6130,1,0,0,58,1,0,0,2,64.9
1359,1,0,0,9,1,1,1,0,94.75
5160,1,0,0,1,1,0,1,0,74.35
2347,0,0,1,8,1,1,0,1,24.4
4764,0,0,0,2,1,0,0,0,45.15
2523,1,0,1,47,1,0,0,2,20.25
5341,1,1,0,1,1,1,1,0,74.45
6149,1,0,0,1,0,0,0,1,25.85
5874,1,0,0,10,1,1,1,0,100.6
6209,0,0,0,29,0,0,0,1,24.85
5378,1,0,1,58,1,1,0,2,75.8
3161,0,0,0,14,1,0,0,1,19.35
3226,0,0,0,7,1,0,0,0,20.75
6012,1,0,1,5,1,0,1,0,83.6
1780,1,0,1,18,1,0,0,1,20.15
2618,0,0,1,25,1,0,0,1,19.9
803,1,0,0,46,1,0,0,2,64.2
857,0,0,0,1,1,0,0,0,50.8
5514,1,0,0,1,1,0,0,0,48.45
5184,1,0,0,68,1,1,1,2,84.7
4961,0,0,0,18,1,0,0,0,44.35
219,1,0,0,8,1,0,1,0,80.0
1288,0,0,0,64,1,0,0,2,19.55
582,1,1,0,4,1,1,1,0,89.2
43,1,0,0,63,1,1,0,2,79.85
1234,0,0,1,54,1,0,1,1,105.85
4830,0,0,0,54,1,0,0,2,74.55
6815,0,0,1,72,1,1,0,2,69.85
1892,0,1,0,4,0,0,0,0,50.95
4267,1,0,0,72,1,1,0,2,91.15
6162,1,1,0,60,0,0,0,2,49.45
3918,0,0,1,20,1,0,1,0,90.2
5822,1,1,0,35,1,0,1,0,70.55
1071,1,0,0,2,1,0,0,0,49.05
718,1,0,0,26,0,0,0,0,50.35
2364,0,0,0,14,1,1,1,0,82.65
1505,0,1,0,1,1,1,1,0,74.7
670,1,0,1,53,1,0,0,1,19.85
4221,0,0,0,1,1,0,0,0,19.3
5632,0,0,0,58,1,0,0,2,20.3
4030,1,0,1,5,1,0,0,0,51.0
897,1,0,0,53,1,1,1,2,105.55
5667,1,0,0,4,1,0,0,0,20.15
2836,0,0,0,49,1,1,1,0,98.7
1530,0,0,1,2,1,0,1,0,90.0
4556,0,0,0,2,1,0,1,0,67.75
5621,1,0,0,3,1,1,1,0,74.75
2955,0,0,0,7,1,1,1,0,93.85
6468,0,0,0,14,1,0,0,1,44.6
2908,0,0,0,18,1,1,1,0,99.4
6825,0,0,0,27,1,1,1,0,81.3
5366,1,0,1,66,1,0,0,2,59.75
1874,1,0,0,43,1,1,0,2,86.45
2370,0,0,0,69,1,1,1,2,112.55
1769,0,0,0,71,1,1,1,0,93.25
5114,1,1,0,50,1,1,1,0,83.4
5577,0,0,0,51,1,0,0,1,19.1
1983,0,0,0,27,1,1,0,1,80.85
531,0,0,1,70,1,0,0,2,20.05
5039,1,1,0,2,1,0,1,0,79.6
5317,1,0,0,6,1,0,0,0,49.65
6082,1,0,0,59,1,1,1,0,101.1
5330,0,1,0,10,1,0,1,0,92.5
2163,0,1,0,29,1,1,1,0,98.5
731,0,0,0,5,1,0,0,0,20.35
2339,1,1,0,21,1,1,1,0,94.25
6876,1,0,0,62,1,0,1,1,104.3
2232,0,0,1,36,1,0,0,2,19.45
6157,0,0,0,3,1,0,0,0,19.85
2926,1,0,0,69,1,1,1,2,116.0
1255,1,0,0,2,0,0,0,0,30.9
2104,1,0,0,8,1,1,1,0,85.2
5144,1,1,0,3,0,0,0,0,30.75
3879,0,0,0,1,1,0,0,0,45.75
898,1,0,0,12,1,0,1,0,98.9
428,0,0,0,18,1,1,1,0,75.6
4857,1,0,0,20,0,0,0,0,24.9
2893,0,0,0,22,1,1,0,0,59.0
5509,1,0,1,5,1,0,0,0,46.0
6371,1,0,0,24,1,1,0,2,25.15
1222,0,0,1,64,1,0,0,2,69.25
5352,0,0,0,26,1,0,1,0,98.65
6032,0,1,0,68,1,1,1,0,105.3
4038,1,0,0,60,1,0,0,2,20.6
4609,0,0,1,25,1,1,0,1,55.1
3176,1,0,0,51,1,1,0,2,25.5
1096,1,0,0,7,1,0,0,0,81.25
2072,0,0,1,39,1,0,0,1,19.35
6358,1,0,1,72,1,0,0,2,80.45
3842,1,0,0,27,1,1,1,0,95.0
5940,0,0,1,56,1,0,1,1,85.85
1788,1,0,0,57,1,0,0,2,19.6
5101,0,0,0,17,1,1,1,0,106.65
6549,1,0,0,1,1,0,0,0,56.25
528,0,0,1,35,1,0,0,2,19.6
3143,0,0,1,13,1,1,0,0,72.8
192,1,0,1,69,1,0,0,2,19.75
6251,1,0,1,1,1,0,0,0,19.25
1126,0,0,0,7,1,0,1,0,74.65
2689,1,1,0,72,1,1,1,2,116.75
2707,0,0,0,3,1,0,1,0,98.7
6890,0,0,0,53,1,0,0,1,61.1
304,0,0,1,38,1,1,1,0,81.85
2957,1,0,0,4,1,1,1,0,80.3
1292,1,0,0,62,1,1,0,2,84.5
70,0,0,0,1,1,0,0,0,49.05
5978,1,0,0,46,1,1,1,0,84.25
4394,0,0,0,19,1,1,0,0,59.55
2615,1,0,0,72,1,1,0,2,91.35
831,0,0,1,38,1,1,0,2,25.05
3075,0,0,0,71,1,1,1,1,105.7
1456,1,0,0,16,1,1,1,0,100.0
4287,1,1,0,66,1,1,1,1,105.95
238,1,1,0,11,1,0,1,0,95.0
92,0,0,1,66,1,1,0,2,84.0
2687,0,0,0,28,1,0,1,0,91.0
6256,1,0,0,1,0,0,0,0,35.05
6115,1,0,1,72,1,0,1,2,109.5
5515,1,0,1,18,1,0,0,2,19.35
4304,1,0,0,49,1,0,0,1,19.0
5187,1,1,0,41,1,1,1,0,104.4
4417,0,0,1,1,1,0,1,0,70.45
1001,0,1,0,27,1,1,1,0,75.5
3857,0,0,0,5,1,0,0,0,20.65
6750,0,0,0,43,0,0,0,1,35.2
2377,0,0,1,47,1,0,0,0,55.3
3758,1,0,0,1,1,0,0,0,49.55
3532,1,0,0,15,1,0,0,0,59.45
3554,1,0,1,7,1,0,1,0,71.05
1532,0,0,0,14,1,0,0,0,19.6
2410,1,0,0,43,1,1,1,0,80.45
4254,0,0,0,29,1,1,1,0,84.45
411,1,0,0,46,1,1,0,1,24.45
3296,1,0,0,24,1,0,0,0,49.3
6757,0,0,1,51,0,0,0,1,59.3
6503,0,0,1,70,0,0,0,1,60.35
5171,1,0,0,12,1,0,0,0,45.9
5866,0,0,0,3,1,0,0,0,19.65
3322,1,1,0,9,1,1,1,0,84.45
3231,1,0,0,15,1,0,0,0,84.45
6423,1,0,1,72,1,1,0,2,24.25
5361,1,0,1,4,1,0,0,1,20.4
4397,1,0,0,72,1,1,1,2,103.95
633,0,0,0,10,1,0,0,1,20.35
498,1,1,0,5,0,0,0,0,28.45
2463,0,0,0,8,1,1,1,0,85.65
3792,1,1,0,26,1,0,1,0,91.25
637,1,0,0,68,1,1,0,2,70.9
720,0,0,1,2,1,0,0,1,20.2
288,0,1,0,8,1,0,1,0,74.5
757,1,0,0,3,1,0,0,0,19.85
2543,0,0,0,13,1,1,1,0,98.15
4762,0,1,0,34,1,0,1,0,69.15
4162,1,0,1,72,0,0,0,2,65.7
4207,0,0,0,21,0,0,0,0,43.55
4058,1,0,1,40,1,1,1,0,84.85
596,0,0,0,16,0,0,0,2,54.85
5465,1,0,0,26,1,0,0,1,56.05
1068,0,0,0,49,1,1,1,0,99.05
1942,0,0,0,46,1,0,0,2,19.2
1647,0,0,1,11,1,0,1,0,79.5
3378,0,0,0,72,1,0,0,2,84.45
1700,0,0,0,47,1,0,0,2,20.45
5646,0,0,1,1,1,0,0,0,19.25
4159,1,1,0,59,1,1,1,0,89.75
2697,1,0,0,71,1,1,0,2,87.95
4373,1,0,1,25,1,0,0,1,20.05
3966,0,0,1,72,1,1,1,2,107.7
6854,0,0,0,2,1,0,0,0,20.0
86,1,0,0,35,1,0,0,1,62.15
2308,0,0,1,71,1,0,1,1,104.65
4741,1,1,0,15,1,0,1,0,94.65
3827,1,0,0,2,1,0,0,1,20.45
2847,1,0,0,26,1,1,1,0,79.3
1029,1,1,1,3,1,0,1,0,88.3
3656,0,1,0,49,1,0,0,2,49.8
3786,0,0,1,27,1,1,1,0,75.75
2144,0,0,0,3,1,0,0,0,50.5
6573,1,0,1,45,0,0,0,1,51.0
1200,0,0,0,37,1,1,1,1,104.5
2025,1,0,1,72,1,1,1,2,116.85
621,1,0,0,62,1,1,1,1,92.05
6402,1,0,1,54,1,1,0,2,59.8
566,0,0,1,15,1,0,1,1,101.9
1837,0,0,0,1,1,0,0,0,20.05
1334,1,1,0,1,0,0,0,0,25.2
5690,0,0,0,72,0,0,0,2,61.2
6697,1,0,0,30,1,1,0,1,79.3
2099,1,0,0,40,1,1,1,0,78.85
6695,1,0,1,71,1,1,0,2,71.1
2644,0,0,0,18,0,0,0,0,33.5
5501,0,0,0,17,0,0,0,0,25.1
1688,1,0,0,40,1,0,0,2,20.15
745,1,1,0,72,1,1,1,2,110.8
5398,0,0,0,2,1,0,0,0,19.75
2820,0,0,0,53,1,1,0,1,24.05
2187,0,0,0,71,1,1,1,2,116.25
195,1,0,0,20,1,0,1,0,96.55
1152,0,0,0,7,1,0,0,0,54.85
2650,1,0,0,15,1,1,1,0,84.35
4633,1,0,1,72,1,1,0,2,24.05
802,0,0,1,39,1,1,0,2,23.8
4303,1,0,0,45,1,1,0,2,25.5
2350,1,0,0,5,1,1,1,0,84.0
6662,1,0,0,47,0,0,0,1,39.65
5661,0,0,0,4,1,0,0,0,19.85
2068,0,0,0,47,1,1,1,0,100.75
5434,0,0,1,33,1,1,1,0,95.3
644,1,0,1,15,1,1,0,0,25.25
6222,0,0,0,66,1,1,1,0,89.4
5272,1,0,0,6,1,1,1,0,90.1
3892,1,0,0,17,1,0,0,0,19.7
4884,1,0,1,41,1,0,1,0,94.9
120,1,0,1,56,1,1,1,1,99.8
1777,1,0,0,28,1,1,0,0,54.9
6661,1,0,1,72,0,0,0,2,53.65
5656,0,0,0,1,1,0,0,0,49.75
2135,1,0,0,56,1,1,1,0,106.6
3951,0,0,0,70,1,1,0,2,79.15
5768,0,0,0,44,1,0,1,1,90.65
134,0,0,0,2,1,0,0,0,44.35
6216,0,0,1,58,1,1,0,2,71.6
6617,1,0,0,48,1,1,0,1,83.45
3095,0,0,0,11,1,0,1,0,84.8
2559,0,0,0,72,1,1,1,2,115.55
62,0,0,0,72,0,0,0,2,42.1
4587,1,0,0,26,1,0,1,0,85.9
6129,0,0,0,52,0,0,0,0,39.9
3487,1,0,1,52,1,0,0,2,20.1
3358,0,0,0,27,1,0,0,0,53.45
3771,0,0,0,1,1,0,1,0,79.05
679,0,0,0,45,1,1,1,0,81.4
4486,1,0,0,61,1,1,1,0,89.2
741,1,0,0,2,1,0,1,0,80.45
1211,1,0,1,11,1,1,0,0,66.35
2170,1,0,0,21,1,0,0,1,60.25
3689,1,1,0,1,1,0,1,0,71.15
6215,1,1,0,6,1,1,1,0,98.25
567,0,0,0,71,1,1,0,2,73.5
1873,1,0,1,72,1,0,0,2,70.65
4295,0,1,0,67,1,0,0,1,60.95
2596,1,0,1,21,1,0,0,1,58.85
1717,0,0,0,72,1,0,0,2,19.7
1392,0,0,1,33,1,0,0,1,20.1
5282,1,0,0,3,1,1,1,0,95.2
3544,0,0,0,31,1,1,1,0,93.8
3613,0,1,0,55,0,0,0,1,50.05
489,0,0,1,1,1,1,1,0,74.35
4022,1,0,0,10,1,0,0,0,18.85
690,0,0,0,1,1,0,0,0,20.45
5019,0,1,0,14,1,1,1,0,95.6
602,1,0,1,66,1,1,1,1,74.25
1911,1,0,1,72,1,1,1,2,106.1
7040,1,0,1,11,0,0,0,0,29.6
4525,0,0,0,32,1,0,1,0,93.4
6365,0,1,0,7,1,1,1,0,101.95
